Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
"Q5130 (SPANDEX DOME CAP, XL : BEIGE(NTR) (DZ/48 DZ))",49.00,444.00,0.0%,9.06,207.92,4.24,236.08,53.17%
Q514 (THICK HAIR NET : NAVY (DZ/40 DZ)),21.00,248.00,0.0%,11.81,135.49,6.45,112.51,45.37%
"Q5148 (STRETCH WEAVING NET (48.3cmX3m), BULK : BK (PK/24PK))",4.00,31.00,0.0%,7.75,8.00,2.00,23.00,74.19%
Q5149 (BULK WEAVING NET (48.3cmX5m) : BK (PK/24PK)),4.00,21.00,0.0%,5.25,6.56,1.64,14.44,68.76%
Q515 (THICK HAIR NET : ROYAL (DZ/40 DZ)),1.00,18.00,0.0%,18.00,6.70,6.70,11.30,62.78%
Q516 (THICK HAIR NET : SKY BLUE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q517 (THICK HAIR NET : GRAY (DZ/40 DZ)),1.00,18.00,0.0%,18.00,6.70,6.70,11.30,62.78%
Q518 (THICK HAIR NET : BROWN (DZ/40 DZ)),2.00,36.00,0.0%,18.00,13.40,6.70,22.60,62.78%
Q519 (THICK HAIR NET : YELLOW (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q520 (THICK HAIR NET : PINK (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q521 (THICK HAIR NET : BURGUNDY (DZ/40 DZ)),1.00,13.50,0.0%,13.50,6.70,6.70,6.80,50.37%
Q522 (THICK HAIR NET : PURPLE (DZ/40 DZ)),1.00,18.00,0.0%,18.00,6.70,6.70,11.30,62.78%
Q523 (THICK HAIR NET : AFRO (DZ/40 DZ)),8.00,102.50,0.0%,12.81,53.60,6.70,48.90,47.71%
Q524 (THICK HAIR NET : HOT PINK (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q527 (WAVE NET (2 PCS) : BROWN (DZ/60 DZ)),1.00,6.00,0.0%,6.00,1.90,1.90,4.10,68.33%
Q528 (WAVE NET (24 PCS) : BROWN (PK/50 PK)),2.00,12.00,0.0%,6.00,3.00,1.50,9.00,75.0%
Q529 (BULK WEAVING NET (48.3cmX10m) : BLACK (PK/24PK)),6.00,39.00,0.0%,6.50,12.40,2.07,26.60,68.21%
Q530 (TURBAN : ASSORT (DZ/24 DZ)),39.00,513.00,0.0%,13.15,215.41,5.52,297.59,58.01%
Q531 (TURBAN : BLACK (DZ/24 DZ)),100.00,"1,276.50",0.0%,12.77,550.33,5.50,726.17,56.89%
Q532 (SATIN TURBAN : ASSORT (DZ/48 DZ)),6.00,48.00,0.0%,8.00,14.19,2.37,33.81,70.44%
Q533 (SATIN TURBAN : BLACK (DZ/48 DZ)),8.00,64.00,0.0%,8.00,18.80,2.35,45.20,70.63%
Q534 (TURBAN : BLACK & WHITE (DZ/24 DZ)),3.00,45.00,0.0%,15.00,16.56,5.52,28.44,63.2%
Q535 (TURBAN : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q536 (T-TOWEL : ASST (DZ/16DZ)),1.00,22.50,0.0%,22.50,0.00,0.00,22.50,100.0%
Q537 (T-TOWEL : BK (DZ/16DZ)),5.00,163.50,0.0%,32.70,26.23,5.25,137.27,83.96%
Q540 (KID BONNET : ASSORT (DZ/48 DZ)),106.00,797.50,0.0%,7.52,291.50,2.75,506.00,63.45%
Q541 (KID BONNET : BLACK (DZ/48 DZ)),142.00,"1,067.50",0.0%,7.52,389.55,2.74,677.95,63.51%
Q542 (KID WRAP : ASSORT (DZ/24DZ)),11.00,90.00,0.0%,8.18,27.85,2.53,62.15,69.06%
Q543 (KID WRAP : BLACK (DZ/48 DZ)),9.00,72.50,0.0%,8.06,23.31,2.59,49.19,67.85%
Q544 (KID MESH-WRAP : ASSORT (DZ/48 DZ)),19.00,112.50,0.0%,5.92,41.19,2.17,71.31,63.39%
Q545 (KID MESH-WRAP : BLACK (DZ/48 DZ)),31.00,182.50,0.0%,5.89,77.10,2.49,105.40,57.75%
Q546 (KID SHOWER-CAP : ASSORT (DZ/48 DZ)),77.00,354.00,0.0%,4.60,154.00,2.00,200.00,56.5%
Q547 (KID SHOWER-CAP : BLACK (DZ/48 DZ)),27.00,127.50,0.0%,4.72,54.00,2.00,73.50,57.65%
Q548 (STRETCH NET (2PCS) : BLACK (DZ/36 DZ)),20.00,306.00,0.0%,15.30,100.33,5.02,205.67,67.21%
Q551 (DLX CUSTOM WEAVING CAP (XL) : BK (DZ/36 DZ)),95.00,"1,734.00",0.0%,18.25,724.21,7.62,"1,009.79",58.24%
Q552 (DELUX WEAVING NET (2 PC) : BROWN (DZ/36 DZ)),13.00,113.00,0.0%,8.69,31.20,2.40,81.80,72.39%
Q553 (DELUX WEAVING NET (2 PC) : BLOND (DZ/36 DZ)),1.00,8.50,0.0%,8.50,2.64,2.64,5.86,68.94%
Q554 (WEAVING CAP (OPEN TOP) : BROWN (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q555 (WEAVING CAP (OPEN TOP) : NATURAL (DZ/48 DZ)),2.00,15.00,0.0%,7.50,5.16,2.58,9.84,65.6%
Q556 (WEAVING CAP (CLOSED TOP) : BROWN (DZ/48 DZ)),68.00,392.00,0.0%,5.76,171.10,2.52,220.90,56.35%
Q557 (WEAVING CAP (CLOSED TOP) : NATURL (DZ/48 DZ)),125.00,697.50,0.0%,5.58,317.63,2.54,379.87,54.46%
Q558 (DELUX WEAVING NET (2 PC) : FINE (DZ/36 DZ)),7.00,59.50,0.0%,8.50,17.03,2.43,42.47,71.38%
Q559 (DELUX WEAVING NET (2 PC) : WIDE (DZ/36 DZ)),18.00,153.00,0.0%,8.50,45.12,2.51,107.88,70.51%
Q560 (BABY KUFI CAP : ASSORT (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q568 (BABY KUFI CAP : CREAM (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q582 (BABY KUFI CAP : LIGHT GRAY (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q615 (KID KUFI CAP : LAVENDER (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q616 (KID KUFI CAP : CREAM (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q629 (JUMBO HAIR NET : AFRO (DZ/24 DZ)),4.00,90.00,0.0%,22.50,44.00,11.00,46.00,51.11%
Q630 (JUMBO HAIR NET : ASSORT (DZ/24 DZ)),32.00,636.00,0.0%,19.88,334.95,10.47,301.05,47.34%
Q631 (JUMBO HAIR NET : BLACK (DZ/24 DZ)),32.00,636.00,0.0%,19.88,352.00,11.00,284.00,44.65%
Q712 (DREADLOCKS TUBE : ASSORT (DZ/24 DZ)),4.00,48.00,0.0%,12.00,25.40,6.35,22.60,47.08%
Q713 (DREADLOCKS TUBE : BLACK (DZ/24 DZ)),33.00,396.00,0.0%,12.00,209.52,6.35,186.48,47.09%
Q742 (SUSPENDER : BLACK (DZ/20 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q800 (OGN STOCKING WIG CAP (2PCS) : BLACK (DZ/40DZ)),391.00,"1,782.00",0.0%,4.56,773.64,1.98,"1,008.36",56.59%
Q8000 (PRM SJ SILKY & CONDITIONING SLEEP CAP : ASST (DZ/12DZ)),43.00,"1,080.00",0.0%,25.12,554.15,12.89,525.85,48.69%
Q8001 (PRM SJ SILKY & CONDITIONING SLEEP CAP : BK (DZ/12DZ)),100.00,"2,448.00",0.0%,24.48,"1,290.00",12.90,"1,158.00",47.3%
Q8002 (PRM SILKY PADDED CONDITIONING BRAID CAP : ASST (DZ/24DZ)),150.00,"3,678.00",0.0%,24.52,"2,047.50",13.65,"1,630.50",44.33%
Q8003 (PRM SILKY PADDED CONDITIONING BRAID CAP : BK (DZ/12DZ)),164.00,"3,978.00",0.0%,24.26,"2,238.60",13.65,"1,739.40",43.73%
Q801 (OGN STOCKING WIG CAP (5PCS) : BLACK (DZ/40DZ)),178.00,"1,551.50",0.0%,8.72,647.91,3.64,903.59,58.24%
Q802 (OGN STOCKING WIG CAP (2PCS) : BROWN (DZ/40DZ)),142.00,649.50,0.0%,4.57,282.37,1.99,367.13,56.53%
Q8020 (PRM SILKY & SOFT TIE BONNET : ASST (DZ/24DZ)),32.00,504.00,0.0%,15.75,280.96,8.78,223.04,44.25%
Q8021 (PRM SILKY & SOFT TIE BONNET : BK (DZ/24DZ)),43.00,681.00,0.0%,15.84,339.93,7.91,341.07,50.08%
Q803 (OGN STOCKING WIG CAP (2PCS) : NATURAL (DZ/40DZ)),341.00,"1,557.00",0.0%,4.57,676.40,1.98,880.60,56.56%
Q804 (OGN STOCKING WIG CAP (DLX) : BLACK (DZ/40DZ)),214.00,984.00,0.0%,4.60,375.56,1.75,608.44,61.83%
Q805 (OGN STOCKING WIG CAP (DLX) : BROWN (DZ/40DZ)),11.00,63.00,0.0%,5.73,19.58,1.78,43.42,68.92%
Q806 (OGN STOCKING WIG CAP (DLX) : NATURAL (DZ/40DZ)),71.00,327.00,0.0%,4.61,125.46,1.77,201.54,61.63%
Q807 (OGN STOCKING WIG CAP (DLX) : BURGUNDY (DZ/40DZ)),1.00,4.50,0.0%,4.50,1.78,1.78,2.72,60.44%
Q808 (OGN BRAID CYLINDER : BLACK (DZ/40DZ)),31.00,234.00,0.0%,7.55,76.88,2.48,157.12,67.15%
Q8081 (PRM STOCKING BRAID CYLINDER : BK (DZ/40DZ)),41.00,369.00,0.0%,9.00,121.24,2.96,247.76,67.14%
Q809 (OGN STOCKING WIG CAP (2PCS) : L/BRW (DZ/40DZ)),35.00,159.00,0.0%,4.54,69.25,1.98,89.75,56.45%
Q810 (OGN DOUBLE MESH WRAP : ASST. (DZ/24DZ)),49.00,632.50,0.0%,12.91,180.04,3.67,452.46,71.54%
Q811 (OGN DOUBLE MESH WRAP : BLACK (DZ/24DZ)),108.00,"1,366.00",0.0%,12.65,401.80,3.72,964.20,70.59%
Q812 (OGN FOAM MESH WRAP : ASST. (DZ/24DZ)),38.00,499.00,0.0%,13.13,120.18,3.16,378.82,75.92%
Q813 (OGN FOAM MESH WRAP : BLACK (DZ/24DZ)),102.00,"1,303.00",0.0%,12.77,335.86,3.29,967.14,74.22%
Q814 (OGN OPEN WRAP : ASST. (DZ/24DZ)),29.00,196.50,0.0%,6.78,81.15,2.80,115.35,58.7%
Q815 (OGN OPEN WRAP : BLACK (DZ/24DZ)),47.00,326.00,0.0%,6.94,120.18,2.56,205.82,63.14%
Q816 (OGN FOAM WRAP : ASST. (DZ/24DZ)),6.00,79.00,0.0%,13.17,21.78,3.63,57.22,72.43%
Q817 (OGN FOAM WRAP : BLACK (DZ/24DZ)),12.00,154.00,0.0%,12.83,44.71,3.73,109.29,70.97%
Q818 (OGN EXTRA FIRM MESH WRAP : ASST. (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q819 (OGN EXTRA FIRM MESH WRAP : BLACK (DZ/24DZ)),37.00,354.00,0.0%,9.57,104.43,2.82,249.57,70.5%
Q820 (OGN SLEEP CAP : ASST. (DZ/24DZ)),246.00,"3,123.00",0.0%,12.70,964.45,3.92,"2,158.55",69.12%
Q821 (OGN SLEEP CAP : BLACK (DZ/24DZ)),481.00,"6,064.50",0.0%,12.61,"1,911.79",3.97,"4,152.71",68.48%
Q822 (OGN SLEEP CAP (XL) : ASST. (DZ/24DZ)),187.00,"2,569.50",0.0%,13.74,797.78,4.27,"1,771.72",68.95%
Q823 (OGN SLEEP CAP (XL) : BLACK (DZ/24DZ)),263.00,"3,622.50",0.0%,13.77,"1,144.37",4.35,"2,478.13",68.41%
Q824 (OGN SLEEP CAP (DS) : ASST. (DZ/24DZ)),26.00,373.50,0.0%,14.37,123.76,4.76,249.74,66.87%
Q825 (OGN SLEEP CAP (DS) : BLACK (DZ/24DZ)),82.00,"1,116.00",0.0%,13.61,391.05,4.77,724.95,64.96%
Q826 (OGN BONNET : ASST. (DZ/24DZ)),215.00,"2,727.50",0.0%,12.69,854.03,3.97,"1,873.47",68.69%
Q827 (OGN BONNET : BLACK (DZ/24DZ)),424.00,"5,388.00",0.0%,12.71,"1,685.72",3.98,"3,702.28",68.71%
Q828 (OGN BONNET (XL) : ASST. (DZ/24DZ)),115.00,"1,588.50",0.0%,13.81,487.81,4.24,"1,100.69",69.29%
Q829 (OGN BONNET (XL) : BLACK (DZ/24DZ)),237.00,"3,276.00",0.0%,13.82,"1,010.65",4.26,"2,265.35",69.15%
Q830 (OGN OVER WRAP ; ASST. (DZ/24DZ)),70.00,875.00,0.0%,12.50,247.87,3.54,627.13,71.67%
Q831 (OGN OVER WRAP ; BLACK (DZ/24DZ)),88.00,"1,104.00",0.0%,12.55,306.40,3.48,797.60,72.25%
Q832 (OGN SCARF : ASST. (DZ/24DZ)),36.00,505.50,0.0%,14.04,183.10,5.09,322.40,63.78%
Q833 (OGN SCARF : BLACK (DZ/24DZ)),75.00,"1,017.00",0.0%,13.56,391.09,5.21,625.91,61.55%
Q834 (OGN BAGGING CAP : ASST. (DZ/24DZ)),69.00,"1,183.50",0.0%,17.15,632.73,9.17,550.77,46.54%
Q835 (OGN BAGGING CAP : BLACK (DZ/24DZ)),125.00,"2,137.50",0.0%,17.10,"1,146.25",9.17,991.25,46.37%
Q836 (OGN BRAID BONNET : ASST. (DZ/24DZ)),107.00,"1,507.50",0.0%,14.09,545.73,5.10,961.77,63.8%
Q837 (OGN BRAID BONNET : BLACK (DZ/24DZ)),206.00,"2,848.50",0.0%,13.83,"1,050.68",5.10,"1,797.82",63.12%
Q838 (OGN FLIP OVER HEADWRAP : ASST. (DZ/24DZ)),9.00,135.00,0.0%,15.00,34.29,3.81,100.71,74.6%
Q839 (OGN FLIP OVER HEADWRAP : BLACK (DZ/24DZ)),12.00,189.00,0.0%,15.75,45.31,3.78,143.69,76.03%
Q840 (OGN DLX CUSTOM WEAVING CAP : BLK (DZ/24DZ)),22.00,468.00,0.0%,21.27,169.78,7.72,298.22,63.72%
Q841 (OGN WEAVING NET : BLACK (DZ/24DZ)),61.00,778.50,0.0%,12.76,166.58,2.73,611.92,78.6%
Q8411 (OGN WEAVING NET : BROWN (DZ/24DZ)),4.00,50.00,0.0%,12.50,7.76,1.94,42.24,84.48%
Q8412 (OGN WEAVING NET : NATURAL (DZ/24DZ)),1.00,16.50,0.0%,16.50,1.03,1.03,15.47,93.76%
Q8413 (OGN WEAVING NET(2PCS) : FINE (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q8414 (OGN WEAVING NET(2PCS) : WIDE (DZ/24DZ)),4.00,54.00,0.0%,13.50,10.13,2.53,43.87,81.24%
Q842 (OGN WIG LINER (OPEN TOP) : BLACK (DZ/40DZ)),54.00,361.00,0.0%,6.69,161.04,2.98,199.96,55.39%
Q8421 (OGN WIG LINER (OPEN TOP) : BROWN (DZ/40DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q8422 (OGN WIG LINER (OPEN TOP) : NATURAL (DZ/40DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q843 (OGN WEAVING CAP (CLOSE TOP) : BLK (DZ/40DZ)),154.00,"1,025.00",0.0%,6.66,457.40,2.97,567.60,55.38%
Q8431 (OGN WEAVING CAP (CLOSE TOP) : BRW (DZ/40DZ)),16.00,108.00,0.0%,6.75,47.87,2.99,60.13,55.68%
Q8432 (OGN WEAVING CAP (CLOSE TOP) : NTR (DZ/40DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q844 (OGN SPANDEX CAP : ASSORT (DZ/24DZ)),9.00,132.50,0.0%,14.72,28.80,3.20,103.70,78.26%
Q845 (OGN SPANDEX CAP : BLACK (DZ/24DZ)),67.00,857.50,0.0%,12.80,214.40,3.20,643.10,75.0%
Q846 (OGN SPANDEX WRAP : ASSORT (DZ/24DZ)),8.00,100.00,0.0%,12.50,27.60,3.45,72.40,72.4%
Q847 (OGN SPANDEX WRAP : BLACK (DZ/24DZ)),30.00,383.00,0.0%,12.77,103.50,3.45,279.50,72.98%
Q848 (OGN STRETCH NET(2PCS) : BLACK (DZ/24DZ)),29.00,453.00,0.0%,15.62,146.45,5.05,306.55,67.67%
Q8481 (OGN MESH TUBE BONNET : BK (DZ/24DZ)),52.00,942.00,0.0%,18.12,443.14,8.52,498.86,52.96%
Q849 (OGN PATTERNED SLEEP CAP :  ASSORT (DZ/24DZ)),271.00,"3,730.50",0.0%,13.77,"1,330.90",4.91,"2,399.60",64.32%
Q8491 (OGN PATTERNED MESH WRAP : ASSORT (DZ/24DZ)),141.00,"1,790.50",0.0%,12.70,558.62,3.96,"1,231.88",68.8%
Q8492 (OGN PATTERNED MESH SCARF : ASSORT (DZ/24DZ)),46.00,630.00,0.0%,13.70,255.71,5.56,374.29,59.41%
Q8493 (OGN PATTERNED BRAID BONNET  : ASSORT (DZ/24DZ)),114.00,"1,566.00",0.0%,13.74,710.22,6.23,855.78,54.65%
Q850 (OGN KID SLEEP CAP : ASSORT (DZ/24DZ)),81.00,952.50,0.0%,11.76,282.01,3.48,670.49,70.39%
Q851 (OGN KID SLEEP CAP : BLACK (DZ/24DZ)),84.00,"1,004.50",0.0%,11.96,292.04,3.48,712.46,70.93%
Q852 (OGN KID BONNET : ASSORT (DZ/24DZ)),123.00,"1,439.00",0.0%,11.70,414.51,3.37,"1,024.49",71.2%
Q853 (OGN KID BONNET : BLACK (DZ/24DZ)),110.00,"1,303.50",0.0%,11.85,370.69,3.37,932.81,71.56%
Q854 (OGN KID DOUBLE MESH WRAP : ASSORT (DZ/24DZ)),7.00,84.00,0.0%,12.00,24.64,3.52,59.36,70.67%
Q855 (OGN KID DOUBLE MESH WRAP : BLACK (DZ/24DZ)),9.00,107.00,0.0%,11.89,31.88,3.54,75.12,70.21%
Q856 (OGN KID FOAM MESH WRAP : ASSORT (DZ/24DZ)),12.00,141.50,0.0%,11.79,0.00,0.00,141.50,100.0%
Q857 (OGN KID FOAM MESH WRAP : BLACK (DZ/24DZ)),17.00,209.50,0.0%,12.32,55.54,3.27,153.96,73.49%
Q858 (OGN KID FIRM MESH WRAP : ASSORT (DZ/24DZ)),5.00,42.50,0.0%,8.50,16.40,3.28,26.10,61.41%
Q859 (OGN KID FIRM MESH WRAP : BLACK (DZ/24DZ)),7.00,64.50,0.0%,9.21,19.04,2.72,45.46,70.48%
Q865 (OGN PADDED BONNET : ASST (DZ/12DZ)),68.00,"1,242.00",0.0%,18.26,557.60,8.20,684.40,55.11%
Q866 (OGN PADDED BONNET : BK (DZ/12DZ)),93.00,"1,686.00",0.0%,18.13,762.10,8.19,923.90,54.8%
Q867 (OGN SHOWER & CONDI CAP (XL) : ASSORT (DZ/12DZ)),46.00,774.00,0.0%,16.83,245.82,5.34,528.18,68.24%
Q868 (OGN SHOWER & CONDI CAP (XL) : BLACK (DZ/24DZ)),87.00,"1,488.00",0.0%,17.10,468.09,5.38,"1,019.91",68.54%
Q869 (BERET : L. ASSORT (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q870 (BERET :  ASSORT (DZ/20DZ)),32.00,650.00,0.0%,20.31,336.00,10.50,314.00,48.31%
Q871 (BERET (SPRING&SUMMER) : BLACK (DZ/20DZ)),86.00,"1,810.00",0.0%,21.05,903.00,10.50,907.00,50.11%
Q872 (BERET (SPRING&SUMMER) : WHITE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q873 (BERET (SPRING&SUMMER) : L.GRAY (DZ/20DZ)),2.00,45.00,0.0%,22.50,20.62,10.31,24.38,54.18%
Q874 (BERET (SPRING&SUMMER) : RED (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q875 (BERET (SPRING&SUMMER) : NAVY (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q876 (BERET (SPRING&SUMMER) : BROWN (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q877 (BERET (SPRING&SUMMER) : L.PINK (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q878 (BERET (SPRING&SUMMER) : YELLOW (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q879 (BERET (SPRING&SUMMER) : PURPLE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q880 (BERET (SPRING&SUMMER) : BURGUNDY (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q881 (BERET (SPRING&SUMMER) : R.BLUE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q882 (BERET (SPRING&SUMMER) : H.PINK (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q883 (BERET (SPRING&SUMMER) : OLIVE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q884 (BERET (SPRING&SUMMER) : TURQUOISE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q885 (BERET (SPRING&SUMMER) : LEMON (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q886 (BERET (SPRING&SUMMER) : KHAKI (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q887 (BERET (SPRING&SUMMER) : BEIGE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q888 (BERET (SPRING&SUMMER) : ORANGE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q889 (BERET (SPRING&SUMMER) : CREAM (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q890 (BERET (SPRING&SUMMER) : AFRO (DZ/20DZ)),14.00,315.00,0.0%,22.50,147.00,10.50,168.00,53.33%
Q891 (BERET (SPRING&SUMMER) : LAVENDER (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q892 (BERET (SPRING&SUMMER) : CRIMSON (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q893 (BERET (SPRING&SUMMER) : PEACH (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q894 (OGN DAY&NIGHT CAP (XL) : ASSORT (DZ/12DZ)),43.00,739.50,0.0%,17.20,253.89,5.90,485.61,65.67%
Q895 (OGN DAY&NIGHT CAP (XL) : BLACK (DZ/12DZ)),98.00,"1,684.50",0.0%,17.19,563.23,5.75,"1,121.27",66.56%
Q896 (OGN SUPER-JUMBO SLEEP CAP : ASSORT (DZ/24DZ)),36.00,564.00,0.0%,15.67,192.96,5.36,371.04,65.79%
Q897 (OGN SUPER-JUMBO SLEEP CAP : BLACK (DZ/24DZ)),149.00,"2,283.00",0.0%,15.32,801.08,5.38,"1,481.92",64.91%
Q898 (OGN SUPER-JUMBO BONNET : ASSORT (DZ/12DZ)),119.00,"1,833.00",0.0%,15.40,637.84,5.36,"1,195.16",65.2%
Q899 (OGN SUPER-JUMBO BONNET : BLACK (DZ/12DZ)),165.00,"2,565.00",0.0%,15.55,884.65,5.36,"1,680.35",65.51%
Q9000 (VELVET SLEEP CAP : ASST (DZ / 24DZ)),139.00,"3,157.50",0.0%,22.72,"1,529.00",11.00,"1,628.50",51.58%
Q9001 (VELVET SLEEP CAP : BK (DZ / 24DZ)),105.00,"2,392.50",0.0%,22.79,"1,155.00",11.00,"1,237.50",51.72%
Q9002 (VELVET LADY DURAG : ASST (DZ / 24DZ)),19.00,435.00,0.0%,22.89,188.10,9.90,246.90,56.76%
Q9003 (VELVET LADY DURAG : BK (DZ / 24DZ)),36.00,810.00,0.0%,22.50,356.40,9.90,453.60,56.0%
V3001 (BIG SHIRT(M/L) : BLACK (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3101 (LONG VEST(M/L) : BLACK (PC/48PCS/96PCS)),15.00,120.00,0.0%,8.00,56.85,3.79,63.15,52.63%
V3102 (LONG VEST(XL/2XL) : BLACK (PC/48PCS/96PCS)),3.00,30.00,0.0%,10.00,11.67,3.89,18.33,61.1%
V3122 (LONG VEST(XL/2XL) : BLUE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3131 (LONG VEST(M/L) : PURPLE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3200 (BARBER JACKET (S/M) : BLACK (PC/48PCS/96PCS)),130.00,"1,167.50",0.0%,8.98,490.65,3.77,676.85,57.97%
V3201 (BARBER JACKET (L) : BLACK (PC/48PCS/96PCS)),35.00,332.50,0.0%,9.50,133.14,3.80,199.36,59.96%
V3202 (BARBER JACKET (XL) : BLACK (PC/48PCS/96PCS)),102.00,897.00,0.0%,8.79,389.39,3.82,507.61,56.59%
V3203 (BARBER JACKET (2XL) : BLACK (PC/48PCS/96PCS)),68.00,598.00,0.0%,8.79,260.43,3.83,337.57,56.45%
V3204 (BARBER JACKET (3XL) : BLACK (PC/48PCS/96PCS)),2.00,24.00,0.0%,12.00,7.68,3.84,16.32,68.0%
V3205 (BARBER JACKET (4XL) : BLACK (PC/48PCS/96PCS)),14.00,132.00,0.0%,9.43,51.78,3.70,80.22,60.77%
V3210 (BARBER JACKET (S/M) : WHITE (PC/48PCS/96PCS)),13.00,117.00,0.0%,9.00,41.60,3.20,75.40,64.44%
V3211 (BARBER JACKET (L) : WHITE (PC/48PCS/96PCS)),33.00,292.00,0.0%,8.85,117.10,3.55,174.90,59.9%
V3212 (BARBER JACKET (XL) : WHITE (PC/48PCS/96PCS)),15.00,135.00,0.0%,9.00,48.08,3.21,86.92,64.39%
V3213 (BARBER JACKET (2XL) : WHITE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3214 (BARBER JACKET (3XL) : WHITE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3215 (BARBER JACKET (4XL) : WHITE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3300 (MESH VEST (SMALL) : BLACK (PC/48PCS/96PCS)),19.00,149.50,0.0%,7.87,45.95,2.42,103.55,69.26%
V3301 (MESH VEST (M/L) : BLACK (PC/48PCS/96PCS)),92.00,626.00,0.0%,6.80,224.56,2.44,401.44,64.13%
V3302 (MESH VEST (XL) : BLACK (PC/48PCS/96PCS)),88.00,572.00,0.0%,6.50,219.85,2.50,352.15,61.57%
V3303 (MESH VEST (2XL) : BLACK (PC/48PCS/96PCS)),40.00,260.00,0.0%,6.50,103.24,2.58,156.76,60.29%
V3304 (MESH VEST (3XL) : BLACK (PC/48PCS/96PCS)),20.00,140.00,0.0%,7.00,52.10,2.61,87.90,62.79%
V3310 (MESH VEST (SMALL) : WHITE (PC/48PCS/96PCS)),15.00,127.50,0.0%,8.50,33.75,2.25,93.75,73.53%
V3311 (MESH VEST (M/L) : WHITE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
