Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
"Q5124 (MESH WIG CAP (DOME STYLE, XL) : BEIGE(NTR) (DZ/48 DZ))",8.00,108.00,0.0%,13.50,44.83,5.60,63.17,58.49%
"Q5128 (SPANDEX DOME CAP, XL : BRW (DZ/48 DZ))",80.00,726.00,0.0%,9.08,339.53,4.24,386.47,53.23%
"Q5129 (SPANDEX DOME CAP, XL : AUBURN (DZ/48 DZ))",53.00,477.00,0.0%,9.00,224.92,4.24,252.08,52.85%
Q513 (THICK HAIR NET : RED (DZ/40 DZ)),6.00,69.00,0.0%,11.50,40.20,6.70,28.80,41.74%
"Q5130 (SPANDEX DOME CAP, XL : BEIGE(NTR) (DZ/48 DZ))",-17.00,-153.00,0.0%,9.00,-72.15,4.24,-80.85,52.84%
Q514 (THICK HAIR NET : NAVY (DZ/40 DZ)),24.00,324.00,0.0%,13.50,154.85,6.45,169.15,52.21%
"Q5148 (STRETCH WEAVING NET (48.3cmX3m), BULK : BK (PK/24PK))",6.00,0.00,0.0%,0.00,12.00,2.00,-12.00,100.0%
Q5149 (BULK WEAVING NET (48.3cmX5m) : BK (PK/24PK)),174.00,783.00,0.0%,4.50,285.36,1.64,497.64,63.56%
Q515 (THICK HAIR NET : ROYAL (DZ/40 DZ)),30.00,393.00,0.0%,13.10,201.00,6.70,192.00,48.86%
Q516 (THICK HAIR NET : SKY BLUE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q517 (THICK HAIR NET : GRAY (DZ/40 DZ)),1.00,13.50,0.0%,13.50,6.70,6.70,6.80,50.37%
Q518 (THICK HAIR NET : BROWN (DZ/40 DZ)),30.00,393.00,0.0%,13.10,201.00,6.70,192.00,48.86%
Q519 (THICK HAIR NET : YELLOW (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q520 (THICK HAIR NET : PINK (DZ/40 DZ)),6.00,69.00,0.0%,11.50,39.14,6.52,29.86,43.28%
Q521 (THICK HAIR NET : BURGUNDY (DZ/40 DZ)),38.00,501.00,0.0%,13.18,254.60,6.70,246.40,49.18%
Q522 (THICK HAIR NET : PURPLE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q523 (THICK HAIR NET : AFRO (DZ/40 DZ)),31.00,406.50,0.0%,13.11,207.70,6.70,198.80,48.91%
Q524 (THICK HAIR NET : HOT PINK (DZ/40 DZ)),10.00,115.00,0.0%,11.50,67.00,6.70,48.00,41.74%
Q527 (WAVE NET (2 PCS) : BROWN (DZ/60 DZ)),7.00,31.50,0.0%,4.50,13.30,1.90,18.20,57.78%
Q528 (WAVE NET (24 PCS) : BROWN (PK/50 PK)),6.00,27.00,0.0%,4.50,9.00,1.50,18.00,66.67%
Q529 (BULK WEAVING NET (48.3cmX10m) : BLACK (PK/24PK)),218.00,"1,417.00",0.0%,6.50,450.59,2.07,966.41,68.2%
Q530 (TURBAN : ASSORT (DZ/24 DZ)),172.00,"2,077.50",0.0%,12.08,949.95,5.52,"1,127.55",54.27%
Q531 (TURBAN : BLACK (DZ/24 DZ)),164.00,"1,995.00",0.0%,12.16,902.55,5.50,"1,092.45",54.76%
Q532 (SATIN TURBAN : ASSORT (DZ/48 DZ)),4.00,34.50,0.0%,8.63,9.45,2.36,25.05,72.61%
Q533 (SATIN TURBAN : BLACK (DZ/48 DZ)),16.00,130.50,0.0%,8.16,37.60,2.35,92.90,71.19%
Q534 (TURBAN : BLACK & WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q535 (TURBAN : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q536 (T-TOWEL : ASST (DZ/16DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q537 (T-TOWEL : BK (DZ/16DZ)),4.00,90.00,0.0%,22.50,20.99,5.25,69.01,76.68%
Q540 (KID BONNET : ASSORT (DZ/48 DZ)),220.00,"1,657.50",0.0%,7.53,604.98,2.75,"1,052.52",63.5%
Q541 (KID BONNET : BLACK (DZ/48 DZ)),226.00,"1,705.00",0.0%,7.54,617.43,2.73,"1,087.57",63.79%
Q542 (KID WRAP : ASSORT (DZ/24DZ)),44.00,335.00,0.0%,7.61,109.57,2.49,225.43,67.29%
Q543 (KID WRAP : BLACK (DZ/48 DZ)),27.00,207.50,0.0%,7.69,69.93,2.59,137.57,66.3%
Q544 (KID MESH-WRAP : ASSORT (DZ/48 DZ)),30.00,165.00,0.0%,5.50,65.00,2.17,100.00,60.61%
Q545 (KID MESH-WRAP : BLACK (DZ/48 DZ)),30.00,165.00,0.0%,5.50,64.26,2.14,100.74,61.06%
Q546 (KID SHOWER-CAP : ASSORT (DZ/48 DZ)),180.00,810.00,0.0%,4.50,360.00,2.00,450.00,55.56%
Q547 (KID SHOWER-CAP : BLACK (DZ/48 DZ)),107.00,486.00,0.0%,4.54,214.00,2.00,272.00,55.97%
Q548 (STRETCH NET (2PCS) : BLACK (DZ/36 DZ)),56.00,852.00,0.0%,15.21,289.81,5.18,562.19,65.99%
Q551 (DLX CUSTOM WEAVING CAP (XL) : BK (DZ/36 DZ)),81.00,"1,500.00",0.0%,18.52,612.79,7.57,887.21,59.15%
Q552 (DELUX WEAVING NET (2 PC) : BROWN (DZ/36 DZ)),61.00,518.50,0.0%,8.50,146.40,2.40,372.10,71.77%
Q553 (DELUX WEAVING NET (2 PC) : BLOND (DZ/36 DZ)),28.00,238.00,0.0%,8.50,73.22,2.62,164.78,69.24%
Q554 (WEAVING CAP (OPEN TOP) : BROWN (DZ/48 DZ)),24.00,134.00,0.0%,5.58,60.80,2.53,73.20,54.63%
Q555 (WEAVING CAP (OPEN TOP) : NATURAL (DZ/48 DZ)),80.00,440.00,0.0%,5.50,206.40,2.58,233.60,53.09%
Q556 (WEAVING CAP (CLOSED TOP) : BROWN (DZ/48 DZ)),233.00,"1,295.50",0.0%,5.56,586.24,2.52,709.26,54.75%
Q557 (WEAVING CAP (CLOSED TOP) : NATURL (DZ/48 DZ)),125.00,693.50,0.0%,5.55,317.63,2.54,375.87,54.2%
Q558 (DELUX WEAVING NET (2 PC) : FINE (DZ/36 DZ)),25.00,215.00,0.0%,8.60,60.84,2.43,154.16,71.7%
Q559 (DELUX WEAVING NET (2 PC) : WIDE (DZ/36 DZ)),55.00,470.00,0.0%,8.55,137.85,2.51,332.15,70.67%
Q560 (BABY KUFI CAP : ASSORT (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q568 (BABY KUFI CAP : CREAM (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q582 (BABY KUFI CAP : LIGHT GRAY (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q615 (KID KUFI CAP : LAVENDER (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q616 (KID KUFI CAP : CREAM (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q629 (JUMBO HAIR NET : AFRO (DZ/24 DZ)),6.00,135.00,0.0%,22.50,66.00,11.00,69.00,51.11%
Q630 (JUMBO HAIR NET : ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q631 (JUMBO HAIR NET : BLACK (DZ/24 DZ)),34.00,681.00,0.0%,20.03,374.00,11.00,307.00,45.08%
Q712 (DREADLOCKS TUBE : ASSORT (DZ/24 DZ)),36.00,436.50,0.0%,12.13,228.60,6.35,207.90,47.63%
Q713 (DREADLOCKS TUBE : BLACK (DZ/24 DZ)),76.00,912.00,0.0%,12.00,482.52,6.35,429.48,47.09%
Q742 (SUSPENDER : BLACK (DZ/20 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q800 (OGN STOCKING WIG CAP (2PCS) : BLACK (DZ/40DZ)),965.00,"4,366.50",0.0%,4.52,"1,909.39",1.98,"2,457.11",56.27%
Q8000 (PRM SJ SILKY & CONDITIONING SLEEP CAP : ASST (DZ/12DZ)),81.00,"1,956.00",0.0%,24.15,"1,042.48",12.87,913.52,46.7%
Q8001 (PRM SJ SILKY & CONDITIONING SLEEP CAP : BK (DZ/12DZ)),160.00,"3,888.00",0.0%,24.30,"2,064.00",12.90,"1,824.00",46.91%
Q8002 (PRM SILKY PADDED CONDITIONING BRAID CAP : ASST (DZ/24DZ)),33.00,810.00,0.0%,24.55,450.45,13.65,359.55,44.39%
Q8003 (PRM SILKY PADDED CONDITIONING BRAID CAP : BK (DZ/12DZ)),202.00,"4,890.00",0.0%,24.21,"2,757.30",13.65,"2,132.70",43.61%
Q801 (OGN STOCKING WIG CAP (5PCS) : BLACK (DZ/40DZ)),290.00,"2,510.50",0.0%,8.66,"1,055.58",3.64,"1,454.92",57.95%
Q802 (OGN STOCKING WIG CAP (2PCS) : BROWN (DZ/40DZ)),367.00,"1,651.50",0.0%,4.50,729.75,1.99,921.75,55.81%
Q8020 (PRM SILKY & SOFT TIE BONNET : ASST (DZ/24DZ)),43.00,651.00,0.0%,15.14,377.54,8.78,273.46,42.01%
Q8021 (PRM SILKY & SOFT TIE BONNET : BK (DZ/24DZ)),114.00,"1,716.00",0.0%,15.05,901.20,7.91,814.80,47.48%
Q803 (OGN STOCKING WIG CAP (2PCS) : NATURAL (DZ/40DZ)),581.00,"2,638.50",0.0%,4.54,"1,152.46",1.98,"1,486.04",56.32%
Q804 (OGN STOCKING WIG CAP (DLX) : BLACK (DZ/40DZ)),267.00,"1,222.50",0.0%,4.58,468.54,1.75,753.96,61.67%
Q805 (OGN STOCKING WIG CAP (DLX) : BROWN (DZ/40DZ)),56.00,256.50,0.0%,4.58,99.75,1.78,156.75,61.11%
Q806 (OGN STOCKING WIG CAP (DLX) : NATURAL (DZ/40DZ)),116.00,534.00,0.0%,4.60,204.99,1.77,329.01,61.61%
Q807 (OGN STOCKING WIG CAP (DLX) : BURGUNDY (DZ/40DZ)),27.00,121.50,0.0%,4.50,48.10,1.78,73.40,60.41%
Q808 (OGN BRAID CYLINDER : BLACK (DZ/40DZ)),142.00,854.00,0.0%,6.01,352.16,2.48,501.84,58.76%
Q8081 (PRM STOCKING BRAID CYLINDER : BK (DZ/40DZ)),60.00,540.00,0.0%,9.00,177.42,2.96,362.58,67.14%
Q809 (OGN STOCKING WIG CAP (2PCS) : L/BRW (DZ/40DZ)),99.00,445.50,0.0%,4.50,195.87,1.98,249.63,56.03%
Q810 (OGN DOUBLE MESH WRAP : ASST. (DZ/24DZ)),146.00,"1,837.00",0.0%,12.58,548.00,3.75,"1,289.00",70.17%
Q811 (OGN DOUBLE MESH WRAP : BLACK (DZ/24DZ)),303.00,"3,811.50",0.0%,12.58,"1,134.55",3.74,"2,676.95",70.23%
Q812 (OGN FOAM MESH WRAP : ASST. (DZ/24DZ)),157.00,"1,970.50",0.0%,12.55,560.95,3.57,"1,409.55",71.53%
Q813 (OGN FOAM MESH WRAP : BLACK (DZ/24DZ)),214.00,"2,695.00",0.0%,12.59,712.56,3.33,"1,982.44",73.56%
Q814 (OGN OPEN WRAP : ASST. (DZ/24DZ)),48.00,314.00,0.0%,6.54,134.28,2.80,179.72,57.24%
Q815 (OGN OPEN WRAP : BLACK (DZ/24DZ)),106.00,704.00,0.0%,6.64,271.02,2.56,432.98,61.5%
Q816 (OGN FOAM WRAP : ASST. (DZ/24DZ)),54.00,683.00,0.0%,12.65,196.08,3.63,486.92,71.29%
Q817 (OGN FOAM WRAP : BLACK (DZ/24DZ)),61.00,766.50,0.0%,12.57,227.25,3.73,539.25,70.35%
Q818 (OGN EXTRA FIRM MESH WRAP : ASST. (DZ/24DZ)),56.00,510.00,0.0%,9.11,169.92,3.03,340.08,66.68%
Q819 (OGN EXTRA FIRM MESH WRAP : BLACK (DZ/24DZ)),77.00,705.00,0.0%,9.16,218.72,2.84,486.28,68.98%
Q820 (OGN SLEEP CAP : ASST. (DZ/24DZ)),509.00,"6,438.50",0.0%,12.65,"2,014.85",3.96,"4,423.65",68.71%
Q821 (OGN SLEEP CAP : BLACK (DZ/24DZ)),783.00,"9,879.50",0.0%,12.62,"3,131.20",4.00,"6,748.30",68.31%
Q822 (OGN SLEEP CAP (XL) : ASST. (DZ/24DZ)),332.00,"4,549.50",0.0%,13.70,"1,432.19",4.31,"3,117.31",68.52%
Q823 (OGN SLEEP CAP (XL) : BLACK (DZ/24DZ)),404.00,"5,512.50",0.0%,13.64,"1,771.42",4.38,"3,741.08",67.87%
Q824 (OGN SLEEP CAP (DS) : ASST. (DZ/24DZ)),101.00,"1,395.00",0.0%,13.81,480.76,4.76,914.24,65.54%
Q825 (OGN SLEEP CAP (DS) : BLACK (DZ/24DZ)),149.00,"2,047.50",0.0%,13.74,711.25,4.77,"1,336.25",65.26%
Q826 (OGN BONNET : ASST. (DZ/24DZ)),440.00,"5,540.00",0.0%,12.59,"1,783.49",4.05,"3,756.51",67.81%
Q827 (OGN BONNET : BLACK (DZ/24DZ)),846.00,"10,650.50",0.0%,12.59,"3,370.50",3.98,"7,280.00",68.35%
Q828 (OGN BONNET (XL) : ASST. (DZ/24DZ)),212.00,"2,911.50",0.0%,13.73,899.84,4.24,"2,011.66",69.09%
Q829 (OGN BONNET (XL) : BLACK (DZ/24DZ)),440.00,"5,994.00",0.0%,13.62,"1,880.74",4.27,"4,113.26",68.62%
Q830 (OGN OVER WRAP ; ASST. (DZ/24DZ)),51.00,641.50,0.0%,12.58,182.36,3.58,459.14,71.57%
Q831 (OGN OVER WRAP ; BLACK (DZ/24DZ)),75.00,949.50,0.0%,12.66,261.38,3.49,688.12,72.47%
Q832 (OGN SCARF : ASST. (DZ/24DZ)),55.00,747.00,0.0%,13.58,284.15,5.17,462.85,61.96%
Q833 (OGN SCARF : BLACK (DZ/24DZ)),171.00,"2,335.50",0.0%,13.66,897.01,5.25,"1,438.49",61.59%
Q834 (OGN BAGGING CAP : ASST. (DZ/24DZ)),133.00,"2,209.50",0.0%,16.61,"1,219.61",9.17,989.89,44.8%
Q835 (OGN BAGGING CAP : BLACK (DZ/24DZ)),264.00,"4,386.00",0.0%,16.61,"2,420.88",9.17,"1,965.12",44.8%
Q836 (OGN BRAID BONNET : ASST. (DZ/24DZ)),293.00,"3,969.00",0.0%,13.55,"1,495.54",5.10,"2,473.46",62.32%
Q837 (OGN BRAID BONNET : BLACK (DZ/24DZ)),463.00,"6,286.50",0.0%,13.58,"2,361.91",5.10,"3,924.59",62.43%
Q838 (OGN FLIP OVER HEADWRAP : ASST. (DZ/24DZ)),40.00,549.00,0.0%,13.73,152.40,3.81,396.60,72.24%
Q839 (OGN FLIP OVER HEADWRAP : BLACK (DZ/24DZ)),48.00,657.00,0.0%,13.69,181.27,3.78,475.73,72.41%
Q840 (OGN DLX CUSTOM WEAVING CAP : BLK (DZ/24DZ)),65.00,"1,371.00",0.0%,21.09,490.81,7.55,880.19,64.2%
Q841 (OGN WEAVING NET : BLACK (DZ/24DZ)),131.00,"1,653.50",0.0%,12.62,357.79,2.73,"1,295.71",78.36%
Q8411 (OGN WEAVING NET : BROWN (DZ/24DZ)),4.00,50.00,0.0%,12.50,7.76,1.94,42.24,84.48%
Q8412 (OGN WEAVING NET : NATURAL (DZ/24DZ)),4.00,50.00,0.0%,12.50,4.11,1.03,45.89,91.78%
Q8413 (OGN WEAVING NET(2PCS) : FINE (DZ/24DZ)),28.00,354.00,0.0%,12.64,76.89,2.75,277.11,78.28%
Q8414 (OGN WEAVING NET(2PCS) : WIDE (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q842 (OGN WIG LINER (OPEN TOP) : BLACK (DZ/40DZ)),143.00,931.50,0.0%,6.51,426.48,2.98,505.02,54.22%
Q8421 (OGN WIG LINER (OPEN TOP) : BROWN (DZ/40DZ)),47.00,305.50,0.0%,6.50,139.33,2.96,166.17,54.39%
Q8422 (OGN WIG LINER (OPEN TOP) : NATURAL (DZ/40DZ)),8.00,52.00,0.0%,6.50,21.32,2.67,30.68,59.0%
Q843 (OGN WEAVING CAP (CLOSE TOP) : BLK (DZ/40DZ)),340.00,"2,232.00",0.0%,6.56,"1,009.84",2.97,"1,222.16",54.76%
Q8431 (OGN WEAVING CAP (CLOSE TOP) : BRW (DZ/40DZ)),21.00,138.50,0.0%,6.60,62.84,2.99,75.66,54.63%
Q8432 (OGN WEAVING CAP (CLOSE TOP) : NTR (DZ/40DZ)),14.00,95.00,0.0%,6.79,41.64,2.97,53.36,56.17%
Q844 (OGN SPANDEX CAP : ASSORT (DZ/24DZ)),89.00,"1,116.50",0.0%,12.54,284.80,3.20,831.70,74.49%
Q845 (OGN SPANDEX CAP : BLACK (DZ/24DZ)),116.00,"1,470.00",0.0%,12.67,371.20,3.20,"1,098.80",74.75%
Q846 (OGN SPANDEX WRAP : ASSORT (DZ/24DZ)),57.00,712.50,0.0%,12.50,196.65,3.45,515.85,72.4%
Q847 (OGN SPANDEX WRAP : BLACK (DZ/24DZ)),73.00,928.50,0.0%,12.72,251.85,3.45,676.65,72.88%
Q848 (OGN STRETCH NET(2PCS) : BLACK (DZ/24DZ)),82.00,"1,230.00",0.0%,15.00,414.06,5.05,815.94,66.34%
Q8481 (OGN MESH TUBE BONNET : BK (DZ/24DZ)),106.00,"1,932.00",0.0%,18.23,904.38,8.53,"1,027.62",53.19%
Q849 (OGN PATTERNED SLEEP CAP :  ASSORT (DZ/24DZ)),266.00,"3,627.00",0.0%,13.64,"1,307.65",4.92,"2,319.35",63.95%
Q8491 (OGN PATTERNED MESH WRAP : ASSORT (DZ/24DZ)),80.00,"1,028.00",0.0%,12.85,318.13,3.98,709.87,69.05%
Q8492 (OGN PATTERNED MESH SCARF : ASSORT (DZ/24DZ)),126.00,"1,714.50",0.0%,13.61,707.63,5.62,"1,006.87",58.73%
Q8493 (OGN PATTERNED BRAID BONNET  : ASSORT (DZ/24DZ)),243.00,"3,285.00",0.0%,13.52,"1,513.89",6.23,"1,771.11",53.92%
Q850 (OGN KID SLEEP CAP : ASSORT (DZ/24DZ)),108.00,"1,256.00",0.0%,11.63,377.51,3.50,878.49,69.94%
Q851 (OGN KID SLEEP CAP : BLACK (DZ/24DZ)),169.00,"1,961.00",0.0%,11.60,588.39,3.48,"1,372.61",70.0%
Q852 (OGN KID BONNET : ASSORT (DZ/24DZ)),178.00,"2,068.00",0.0%,11.62,599.86,3.37,"1,468.14",70.99%
Q853 (OGN KID BONNET : BLACK (DZ/24DZ)),121.00,"1,398.50",0.0%,11.56,407.73,3.37,990.77,70.85%
Q854 (OGN KID DOUBLE MESH WRAP : ASSORT (DZ/24DZ)),26.00,299.00,0.0%,11.50,91.52,3.52,207.48,69.39%
Q855 (OGN KID DOUBLE MESH WRAP : BLACK (DZ/24DZ)),26.00,299.00,0.0%,11.50,92.11,3.54,206.89,69.19%
Q856 (OGN KID FOAM MESH WRAP : ASSORT (DZ/24DZ)),27.00,310.50,0.0%,11.50,0.00,0.00,310.50,100.0%
Q857 (OGN KID FOAM MESH WRAP : BLACK (DZ/24DZ)),53.00,609.50,0.0%,11.50,173.16,3.27,436.34,71.59%
Q858 (OGN KID FIRM MESH WRAP : ASSORT (DZ/24DZ)),26.00,221.00,0.0%,8.50,85.28,3.28,135.72,61.41%
Q859 (OGN KID FIRM MESH WRAP : BLACK (DZ/24DZ)),24.00,204.00,0.0%,8.50,65.28,2.72,138.72,68.0%
Q865 (OGN PADDED BONNET : ASST (DZ/12DZ)),35.00,630.00,0.0%,18.00,286.95,8.20,343.05,54.45%
Q866 (OGN PADDED BONNET : BK (DZ/12DZ)),142.00,"2,574.00",0.0%,18.13,"1,163.63",8.19,"1,410.37",54.79%
Q867 (OGN SHOWER & CONDI CAP (XL) : ASSORT (DZ/12DZ)),64.00,"1,071.00",0.0%,16.73,352.11,5.50,718.89,67.12%
Q868 (OGN SHOWER & CONDI CAP (XL) : BLACK (DZ/24DZ)),50.00,847.50,0.0%,16.95,292.44,5.85,555.06,65.49%
Q869 (BERET : L. ASSORT (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q870 (BERET :  ASSORT (DZ/20DZ)),124.00,"2,650.00",0.0%,21.37,"1,302.00",10.50,"1,348.00",50.87%
Q871 (BERET (SPRING&SUMMER) : BLACK (DZ/20DZ)),173.00,"3,767.50",0.0%,21.78,"1,816.50",10.50,"1,951.00",51.79%
Q872 (BERET (SPRING&SUMMER) : WHITE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q873 (BERET (SPRING&SUMMER) : L.GRAY (DZ/20DZ)),15.00,306.00,0.0%,20.40,154.67,10.31,151.33,49.45%
Q874 (BERET (SPRING&SUMMER) : RED (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q875 (BERET (SPRING&SUMMER) : NAVY (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q876 (BERET (SPRING&SUMMER) : BROWN (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q877 (BERET (SPRING&SUMMER) : L.PINK (DZ/20DZ)),7.00,133.00,0.0%,19.00,70.02,10.00,62.98,47.35%
Q878 (BERET (SPRING&SUMMER) : YELLOW (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q879 (BERET (SPRING&SUMMER) : PURPLE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q880 (BERET (SPRING&SUMMER) : BURGUNDY (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q881 (BERET (SPRING&SUMMER) : R.BLUE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q882 (BERET (SPRING&SUMMER) : H.PINK (DZ/20DZ)),3.00,57.00,0.0%,19.00,31.50,10.50,25.50,44.74%
Q883 (BERET (SPRING&SUMMER) : OLIVE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q884 (BERET (SPRING&SUMMER) : TURQUOISE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q885 (BERET (SPRING&SUMMER) : LEMON (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q886 (BERET (SPRING&SUMMER) : KHAKI (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q887 (BERET (SPRING&SUMMER) : BEIGE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q888 (BERET (SPRING&SUMMER) : ORANGE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q889 (BERET (SPRING&SUMMER) : CREAM (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q890 (BERET (SPRING&SUMMER) : AFRO (DZ/20DZ)),6.00,114.00,0.0%,19.00,63.00,10.50,51.00,44.74%
Q891 (BERET (SPRING&SUMMER) : LAVENDER (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q892 (BERET (SPRING&SUMMER) : CRIMSON (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q893 (BERET (SPRING&SUMMER) : PEACH (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q894 (OGN DAY&NIGHT CAP (XL) : ASSORT (DZ/12DZ)),129.00,"2,151.00",0.0%,16.67,761.69,5.90,"1,389.31",64.59%
Q895 (OGN DAY&NIGHT CAP (XL) : BLACK (DZ/12DZ)),164.00,"2,736.00",0.0%,16.68,942.53,5.75,"1,793.47",65.55%
Q896 (OGN SUPER-JUMBO SLEEP CAP : ASSORT (DZ/24DZ)),160.00,"2,418.00",0.0%,15.11,857.60,5.36,"1,560.40",64.53%
Q897 (OGN SUPER-JUMBO SLEEP CAP : BLACK (DZ/24DZ)),175.00,"2,631.00",0.0%,15.03,941.44,5.38,"1,689.56",64.22%
Q898 (OGN SUPER-JUMBO BONNET : ASSORT (DZ/12DZ)),124.00,"1,890.00",0.0%,15.24,664.64,5.36,"1,225.36",64.83%
Q899 (OGN SUPER-JUMBO BONNET : BLACK (DZ/12DZ)),285.00,"4,293.00",0.0%,15.06,"1,528.44",5.36,"2,764.56",64.4%
Q9000 (VELVET SLEEP CAP : ASST (DZ / 24DZ)),174.00,"3,960.00",0.0%,22.76,"1,914.00",11.00,"2,046.00",51.67%
Q9001 (VELVET SLEEP CAP : BK (DZ / 24DZ)),126.00,"2,850.00",0.0%,22.62,"1,386.00",11.00,"1,464.00",51.37%
Q9002 (VELVET LADY DURAG : ASST (DZ / 24DZ)),18.00,420.00,0.0%,23.33,178.20,9.90,241.80,57.57%
Q9003 (VELVET LADY DURAG : BK (DZ / 24DZ)),40.00,900.00,0.0%,22.50,396.00,9.90,504.00,56.0%
V3001 (BIG SHIRT(M/L) : BLACK (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3101 (LONG VEST(M/L) : BLACK (PC/48PCS/96PCS)),1.00,7.50,0.0%,7.50,3.79,3.79,3.71,49.47%
V3102 (LONG VEST(XL/2XL) : BLACK (PC/48PCS/96PCS)),12.00,90.00,0.0%,7.50,46.68,3.89,43.32,48.13%
V3122 (LONG VEST(XL/2XL) : BLUE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3131 (LONG VEST(M/L) : PURPLE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3200 (BARBER JACKET (S/M) : BLACK (PC/48PCS/96PCS)),6.00,51.00,0.0%,8.50,22.65,3.78,28.35,55.59%
V3201 (BARBER JACKET (L) : BLACK (PC/48PCS/96PCS)),39.00,341.50,0.0%,8.76,145.92,3.74,195.58,57.27%
V3202 (BARBER JACKET (XL) : BLACK (PC/48PCS/96PCS)),36.00,311.00,0.0%,8.64,137.45,3.82,173.55,55.8%
V3203 (BARBER JACKET (2XL) : BLACK (PC/48PCS/96PCS)),71.00,608.50,0.0%,8.57,271.91,3.83,336.59,55.32%
V3204 (BARBER JACKET (3XL) : BLACK (PC/48PCS/96PCS)),27.00,243.00,0.0%,9.00,103.68,3.84,139.32,57.33%
V3205 (BARBER JACKET (4XL) : BLACK (PC/48PCS/96PCS)),25.00,228.00,0.0%,9.12,92.47,3.70,135.53,59.44%
V3210 (BARBER JACKET (S/M) : WHITE (PC/48PCS/96PCS)),7.00,66.00,0.0%,9.43,22.40,3.20,43.60,66.06%
V3211 (BARBER JACKET (L) : WHITE (PC/48PCS/96PCS)),16.00,154.00,0.0%,9.63,56.78,3.55,97.22,63.13%
V3212 (BARBER JACKET (XL) : WHITE (PC/48PCS/96PCS)),7.00,66.00,0.0%,9.43,22.44,3.21,43.56,66.0%
V3213 (BARBER JACKET (2XL) : WHITE (PC/48PCS/96PCS)),14.00,124.00,0.0%,8.86,48.00,3.43,76.00,61.29%
V3214 (BARBER JACKET (3XL) : WHITE (PC/48PCS/96PCS)),12.00,108.00,0.0%,9.00,42.36,3.53,65.64,60.78%
V3215 (BARBER JACKET (4XL) : WHITE (PC/48PCS/96PCS)),1.00,12.00,0.0%,12.00,0.04,0.04,11.96,99.67%
